#RESOURCE=yCat_36560049
#Name: J/A+A/656/A49
#Title: Decoding the morphological evolution of open clusters (Hu+, 2021)
#Table	J_A_A_656_A49_table1:
#Name: J/A+A/656/A49/table1
#Title: The parameters of 1256 open clusters
#Column	Cluster	(a18)	Cluster name	[ucd=meta.id;meta.main]
#Column	ecore	(F7.4)	Ellipticity of the core	[ucd=src.ellipticity]
#Column	e_ecore	(F7.4)	Error corresponding to ellipticity of the core	[ucd=stat.error]
#Column	qcore	(F8.4)	Orientation of the core	[ucd=pos.posAng]
#Column	eall	(F7.4)	Ellipticity of the overall	[ucd=src.ellipticity]
#Column	e_eall	(F7.4)	Error corresponding to ellipticity of the overall	[ucd=stat.error]
#Column	qall	(F8.4)	Orientation of the overall	[ucd=pos.posAng]
#Column	acore	(F7.4)	Half-length axes of the core	[ucd=phys.angSize]
#Column	e_acore	(F7.4)	Error corresponding to half-length axes of the core	[ucd=stat.error]
#Column	ccore	(F7.4)	Half-short axes of the core	[ucd=phys.angSize;src]
#Column	e_ccore	(F7.4)	Error corresponding to half-short axes of the core	[ucd=stat.error]
#Column	aall	(F7.4)	Half-length axes of the overall	[ucd=phys.angSize]
#Column	e_aall	(F7.4)	Error corresponding to half-length axes of the overall	[ucd=stat.error]
#Column	call	(F7.4)	Half-short axes of the overall	[ucd=phys.angSize;src]
#Column	e_call	(F7.4)	Error corresponding to half-short axes of the overall	[ucd=stat.error]
#Column	epm	(F7.4)	Ellipticity in proper motion	[ucd=src.ellipticity]
#Column	e_epm	(F7.4)	Error of ellipticity in proper motion	[ucd=stat.error]
#Column	qpm	(F8.4)	Orientation in proper motion	[ucd=pos.pm;pos.posAng]
#
Cluster           ;ecore  ;e_ecore;qcore   ;eall   ;e_eall ;qall    ;acore  ;e_acore;ccore  ;e_ccore;aall   ;e_aall ;call   ;e_call ;epm    ;e_epm  ;qpm
Stock_8           ; 0.4958; 0.3021;-43.7247; 0.1174; 0.0403;-60.5612; 0.2401; 0.0648; 0.1211; 0.0648; 0.4338; 0.0131; 0.3829; 0.0131; 0.1652; 0.0806;-21.6887
Teutsch_1         ; 0.0665; 0.0098; 62.9889; 0.0518; 0.1285;-80.0990; 0.0164; 0.0001; 0.0153; 0.0001; 0.0648; 0.0060; 0.0614; 0.0060; 0.2540; 0.1900; 23.3307
Teutsch_10        ; 0.1120; 0.0363; 62.5815; 0.1378; 0.0844; 36.7864; 0.0577; 0.0016; 0.0512; 0.0016; 0.2105; 0.0135; 0.1815; 0.0135; 0.2238; 0.0841; 23.6931
Teutsch_103       ; 0.3102; 0.0152; 55.4564; 0.2734; 0.0606; 58.3631; 0.0360; 0.0005; 0.0248; 0.0005; 0.1089; 0.0053; 0.0791; 0.0053; 0.2304; 0.1243;-44.7313
Teutsch_106       ; 0.2580; 0.1991;-14.4544; 0.0089; 0.0185;-60.3398; 0.0553; 0.0088; 0.0410; 0.0088; 0.1225; 0.0016; 0.1214; 0.0016; 0.0805; 0.1375; 10.9271
Teutsch_11        ; 0.1267; 0.0526;-12.3843; 0.0952; 0.0368; -9.0983; 0.0454; 0.0018; 0.0397; 0.0018; 0.1563; 0.0043; 0.1414; 0.0043; 0.1712; 0.0867;-32.0140
Teutsch_12        ; 0.1023; 0.0494; 41.0406; 0.0641; 0.0419; 48.9608; 0.0775; 0.0029; 0.0696; 0.0029; 0.2438; 0.0075; 0.2281; 0.0075; 0.0901; 0.0508;-76.0234
Teutsch_125       ; 0.2290; 0.0531; 81.5482; 0.1603; 0.1440;  9.6567; 0.0739; 0.0031; 0.0569; 0.0031; 0.1969; 0.0217; 0.1653; 0.0217; 0.1077; 0.1865; 25.3903
Teutsch_126       ; 0.1810; 0.0111; -1.0371; 0.0926; 0.0406; 26.6768; 0.0894; 0.0008; 0.0732; 0.0008; 0.3302; 0.0099; 0.2997; 0.0099; 0.1788; 0.0945;-43.4817
Teutsch_127       ; 0.4397; 0.1314; 52.7572; 0.3433; 0.0680;-35.6904; 0.0313; 0.0036; 0.0175; 0.0036; 0.0511; 0.0029; 0.0336; 0.0029; 0.3177; 0.1692;  2.1036
Teutsch_13        ; 0.5464; 0.0876;-33.5891; 0.0595; 0.0442;-52.1700; 0.1321; 0.0105; 0.0599; 0.0105; 0.2298; 0.0074; 0.2161; 0.0074; 0.0646; 0.0754; -2.8326
Teutsch_143a      ; 0.1016; 0.0307;-65.6354; 0.0374; 0.1747;-69.5284; 0.0294; 0.0007; 0.0264; 0.0007; 0.0892; 0.0112; 0.0859; 0.0112; 0.0966; 0.1065;-71.6260
Teutsch_144       ; 0.1965; 0.0439; 70.3245; 0.1004; 0.0391; 62.3787; 0.1238; 0.0042; 0.0995; 0.0042; 0.3217; 0.0094; 0.2894; 0.0094; 0.0470; 0.0794; 30.9182
Teutsch_145       ; 0.0541; 0.0594;-89.4941; 0.1076; 0.0638;-59.8433; 0.0207; 0.0009; 0.0196; 0.0009; 0.0686; 0.0033; 0.0612; 0.0033; 0.1286; 0.0849;-21.6062
Teutsch_156       ; 0.4054; 0.0570; 10.9136; 0.0350; 0.1497;-35.6379; 0.0370; 0.0018; 0.0220; 0.0018; 0.0971; 0.0105; 0.0937; 0.0105; 0.1048; 0.1411;-51.4696
Teutsch_2         ; 0.1949; 0.0205;-73.3688; 0.0919; 0.0553;-66.7895; 0.0511; 0.0008; 0.0411; 0.0008; 0.1977; 0.0081; 0.1795; 0.0081; 0.1801; 0.0997;-60.0047
Teutsch_22        ; 0.0747; 0.0720;-21.2526; 0.0700; 0.0536; 11.5344; 0.0248; 0.0013; 0.0230; 0.0013; 0.0698; 0.0027; 0.0649; 0.0027; 0.2688; 0.2029; 38.3459
Teutsch_23        ; 0.2346; 0.0220;-73.2490; 0.1251; 0.0329;-77.2455; 0.0523; 0.0009; 0.0400; 0.0009; 0.1703; 0.0042; 0.1490; 0.0042; 0.3300; 0.1300; -6.9331
Teutsch_27        ; 0.3608; 0.0620;-38.5728; 0.0389; 0.0802;-69.3870; 0.0637; 0.0033; 0.0407; 0.0033; 0.1361; 0.0079; 0.1308; 0.0079; 0.1227; 0.0476; 13.6062
Teutsch_28        ; 0.4573; 0.0832;-33.2522; 0.0451; 0.2681;-13.6850; 0.0715; 0.0052; 0.0388; 0.0052; 0.1434; 0.0278; 0.1369; 0.0278; 0.3168; 0.0337;-18.8569
Teutsch_30        ; 0.2833; 0.0177;-57.3347; 0.0356; 0.1765;-78.3102; 0.0358; 0.0005; 0.0256; 0.0005; 0.0969; 0.0123; 0.0935; 0.0123; 0.2045; 0.2073; 31.9113
Teutsch_31        ; 0.1207; 0.0181;  1.3890; 0.0465; 0.0644;-88.8043; 0.0183; 0.0003; 0.0161; 0.0003; 0.0654; 0.0031; 0.0624; 0.0031; 0.2540; 0.0984; 12.2544
Teutsch_35        ; 0.2894; 0.0297;-10.6878; 0.4275; 0.0850; -4.7281; 0.3772; 0.0091; 0.2681; 0.0091; 1.2724; 0.0939; 0.7284; 0.0939; 0.2225; 0.1783; 51.1262
Teutsch_38        ; 0.3042; 0.0345; -3.3446; 0.1531; 0.1278;  4.4386; 0.7452; 0.0211; 0.5185; 0.0211; 1.9177; 0.1871; 1.6242; 0.1871; 0.2589; 0.1413;  8.3373
Teutsch_44        ; 0.0414; 0.0198;-49.5607; 0.1273; 0.0465; 88.4395; 0.0369; 0.0005; 0.0354; 0.0005; 0.1529; 0.0054; 0.1335; 0.0054; 0.1371; 0.0649; 24.8121
Teutsch_50        ; 0.1612; 0.0235; 59.6608; 0.1927; 0.0865; 15.7829; 0.0493; 0.0009; 0.0414; 0.0009; 0.1659; 0.0112; 0.1339; 0.0112; 0.1906; 0.0873;-89.1443
Teutsch_51        ; 0.1312; 0.0406; 22.9710; 0.2324; 0.0757;-62.6466; 0.0367; 0.0011; 0.0319; 0.0011; 0.1233; 0.0074; 0.0946; 0.0074; 0.1684; 0.1244;  6.7920
Teutsch_61        ; 0.1969; 0.0317; 42.9469; 0.0742; 0.1339; 88.5199; 0.0312; 0.0008; 0.0250; 0.0008; 0.0908; 0.0089; 0.0841; 0.0089; 0.1043; 0.2045; 52.1980
Teutsch_66        ; 0.0477; 0.0399;  7.8303; 0.1466; 0.0390; 19.2125; 0.0378; 0.0011; 0.0360; 0.0011; 0.1407; 0.0042; 0.1201; 0.0042; 0.2332; 0.1483;-14.4499
Teutsch_74        ; 0.1048; 0.0220; 47.8788; 0.1251; 0.1151; 43.4855; 0.0332; 0.0006; 0.0298; 0.0006; 0.1300; 0.0113; 0.1137; 0.0113; 0.2071; 0.0993; 42.3342
Teutsch_8         ; 0.0590; 0.0792; 39.0820; 0.2426; 0.2642;-77.9206; 0.0072; 0.0004; 0.0068; 0.0004; 0.0195; 0.0041; 0.0148; 0.0041; 0.4368; 0.1496;-66.4671
Teutsch_80        ; 0.0799; 0.0139; 46.8553; 0.0443; 0.0617;-70.9354; 0.0328; 0.0003; 0.0302; 0.0003; 0.1175; 0.0052; 0.1123; 0.0052; 0.1128; 0.0823;  3.3383
Teutsch_84        ; 0.1442; 0.0101; 10.2846; 0.1345; 0.1753; 33.6170; 0.0338; 0.0003; 0.0289; 0.0003; 0.1109; 0.0147; 0.0960; 0.0147; 0.1476; 0.0804;-27.6494
Toepler_1         ; 0.2328; 0.0634; 13.3729; 0.1362; 0.0806; -0.5483; 0.0226; 0.0011; 0.0173; 0.0011; 0.0561; 0.0034; 0.0485; 0.0034; 0.3137; 0.1754;-38.0264
Tombaugh_1        ; 0.0437; 0.0400;-42.5906; 0.0510; 0.0948;-41.1606; 0.0528; 0.0015; 0.0505; 0.0015; 0.1582; 0.0109; 0.1502; 0.0109; 0.2719; 0.0526; 13.1928
Tombaugh_2        ; 0.0241; 0.0224;-31.4706; 0.1095; 0.1551; 24.7815; 0.0229; 0.0004; 0.0224; 0.0004; 0.0851; 0.0099; 0.0758; 0.0099; 0.3247; 0.1180; 17.2889
Tombaugh_4        ; 0.1458; 0.0073;-69.7359; 0.1239; 0.1366;-46.9174; 0.0535; 0.0003; 0.0457; 0.0003; 0.2115; 0.0217; 0.1853; 0.0217; 0.2407; 0.1045;  2.7604
Tombaugh_5        ; 0.2377; 0.0168; -0.8799; 0.2141; 0.1039; -0.5304; 0.1344; 0.0018; 0.1024; 0.0018; 0.3950; 0.0323; 0.3105; 0.0323; 0.1864; 0.0793; 76.1863
Trumpler_1        ; 0.2379; 0.0416;-75.1154; 0.2403; 0.1241;-84.9295; 0.0308; 0.0010; 0.0235; 0.0010; 0.1080; 0.0107; 0.0821; 0.0107; 0.1651; 0.1823; -3.2313
Trumpler_10       ; 0.3523; 0.0212; -0.1043; 0.2976; 0.0790; -8.2138; 0.7335; 0.0131; 0.4751; 0.0131; 2.4302; 0.1572; 1.7070; 0.1572; 0.4436; 0.0695; 34.0653
Trumpler_11       ; 0.1464; 0.0503; 34.0577; 0.0603; 0.0187;-69.2699; 0.0686; 0.0026; 0.0586; 0.0026; 0.1874; 0.0026; 0.1761; 0.0026; 0.0686; 0.0724;-85.0701
Trumpler_12       ; 0.1130; 0.0446;-29.4946; 0.1183; 0.0565; 12.1870; 0.0499; 0.0017; 0.0443; 0.0017; 0.1380; 0.0059; 0.1217; 0.0059; 0.2402; 0.2680; -0.7592
Trumpler_13       ; 0.2530; 0.0244;-40.4367; 0.0838; 0.0430; -4.2486; 0.0460; 0.0009; 0.0343; 0.0009; 0.1665; 0.0053; 0.1525; 0.0053; 0.1143; 0.1972;-61.3194
Trumpler_14       ; 0.3838; 0.0922; 72.8349; 0.2618; 0.0240;-57.4949; 0.0336; 0.0026; 0.0207; 0.0026; 0.0961; 0.0019; 0.0710; 0.0019; 0.3527; 0.1529;-20.9106
Trumpler_15       ; 0.4557; 0.0166;-58.1381; 0.3286; 0.0435;-62.2348; 0.0365; 0.0005; 0.0199; 0.0005; 0.1050; 0.0038; 0.0705; 0.0038; 0.4513; 0.2474;  7.8107
Trumpler_16       ; 0.2718; 0.1209; 58.1422; 0.2512; 0.0365;-50.9476; 0.0695; 0.0068; 0.0506; 0.0068; 0.1582; 0.0046; 0.1184; 0.0046; 0.4402; 0.0744;-20.5986
Trumpler_17       ; 0.0683; 0.0398;-70.8171; 0.1168; 0.0895; -2.8084; 0.0569; 0.0017; 0.0530; 0.0017; 0.1736; 0.0117; 0.1533; 0.0117; 0.4840; 0.2875;  7.0224
Trumpler_18       ; 0.1353; 0.0491;-56.5965; 0.1514; 0.1268; 24.4597; 0.0599; 0.0022; 0.0518; 0.0022; 0.1725; 0.0167; 0.1464; 0.0167; 0.3206; 0.2243;-34.9211
Trumpler_19       ; 0.1331; 0.0203;-22.7023; 0.0683; 0.0544; -9.0492; 0.0733; 0.0011; 0.0635; 0.0011; 0.2064; 0.0082; 0.1923; 0.0082; 0.1038; 0.0718;  7.6258
Trumpler_2        ; 0.1614; 0.0242; 10.6462; 0.1926; 0.0769;  5.9905; 0.2333; 0.0043; 0.1957; 0.0043; 0.7947; 0.0475; 0.6416; 0.0475; 0.1525; 0.1256; 71.4321
Trumpler_20       ; 0.0510; 0.0183; 35.8581; 0.0146; 0.1140;-30.5386; 0.1036; 0.0014; 0.0984; 0.0014; 0.4632; 0.0376; 0.4565; 0.0376; 0.1398; 0.1807; 22.5673
Trumpler_21       ; 0.2293; 0.0380; 16.9267; 0.1189; 0.1151; 25.5579; 0.0614; 0.0019; 0.0473; 0.0019; 0.1560; 0.0135; 0.1375; 0.0135; 0.2370; 0.2335; 43.1810
Trumpler_22       ; 0.4495; 0.3934; 82.1334; 0.0580; 0.0354; 63.1341; 0.1832; 0.0631; 0.1009; 0.0631; 0.3631; 0.0093; 0.3420; 0.0093; 0.0729; 0.1205;-34.4337
Trumpler_23       ; 0.0302; 0.0255;-34.4662; 0.1067; 0.0569; 38.3623; 0.0431; 0.0008; 0.0418; 0.0008; 0.1615; 0.0069; 0.1443; 0.0069; 0.2805; 0.1917;-66.9823
Trumpler_25       ; 0.0415; 0.0172; 82.5596; 0.0496; 0.0571; 46.0036; 0.0617; 0.0008; 0.0591; 0.0008; 0.2524; 0.0104; 0.2398; 0.0104; 0.0655; 0.1686;-20.1401
Trumpler_26       ; 0.2686; 0.1167; 24.2877; 0.0662; 0.0325;  7.7161; 0.0860; 0.0081; 0.0629; 0.0081; 0.1889; 0.0045; 0.1764; 0.0045; 0.1936; 0.1764;-39.5851
Trumpler_28       ; 0.2302; 0.0295; 11.8938; 0.1298; 0.0476; 15.0934; 0.1086; 0.0025; 0.0836; 0.0025; 0.3630; 0.0130; 0.3159; 0.0130; 0.1188; 0.0462;-15.1183
Trumpler_29       ; 0.1797; 0.0231;-45.4863; 0.0688; 0.0670;-32.5800; 0.1283; 0.0023; 0.1053; 0.0023; 0.3983; 0.0195; 0.3709; 0.0195; 0.0393; 0.0718;-71.9955
Trumpler_3        ; 0.1549; 0.0291; -8.6675; 0.1677; 0.1510; -9.5141; 0.2047; 0.0046; 0.1730; 0.0046; 0.6579; 0.0764; 0.5476; 0.0764; 0.1799; 0.0915; 34.4285
Trumpler_30       ; 0.0894; 0.0992; 85.9140; 0.1436; 0.0393; 10.4752; 0.1090; 0.0080; 0.0992; 0.0080; 0.2649; 0.0079; 0.2268; 0.0079; 0.0906; 0.1353;-69.3467
Trumpler_32       ; 0.1523; 0.0489;-81.9905; 0.1734; 0.1050;-47.2550; 0.0532; 0.0020; 0.0451; 0.0020; 0.1683; 0.0136; 0.1391; 0.0136; 0.2548; 0.1377;-19.8896
Trumpler_33       ; 0.2167; 0.0348; 41.8785; 0.1607; 0.0727;  4.6503; 0.0651; 0.0018; 0.0510; 0.0018; 0.1935; 0.0108; 0.1624; 0.0108; 0.0840; 0.2485; 49.8148
Trumpler_35       ; 0.2810; 0.1053;-89.1480; 0.0327; 0.0459; -3.1242; 0.0686; 0.0059; 0.0493; 0.0059; 0.1810; 0.0060; 0.1751; 0.0060; 0.2870; 0.0530;  6.0846
Trumpler_5        ; 0.0599; 0.0268; 76.9400; 0.0495; 0.0996;  2.9654; 0.0961; 0.0019; 0.0903; 0.0019; 0.3779; 0.0273; 0.3592; 0.0273; 0.2470; 0.0525; 33.6300
Trumpler_7        ; 0.1077; 0.0963;-53.9101; 0.0832; 0.0685;  7.6788; 0.0592; 0.0043; 0.0528; 0.0043; 0.1682; 0.0085; 0.1542; 0.0085; 0.0345; 0.2084;  5.9721
Trumpler_9        ; 0.1211; 0.0218; 63.8453; 0.0973; 0.1523;-72.4454; 0.0478; 0.0008; 0.0420; 0.0008; 0.1579; 0.0179; 0.1425; 0.0179; 0.0697; 0.2992; 64.1114
Turner_3          ; 0.3868; 0.0345; 44.3678; 0.2329; 0.0468; 84.6002; 0.0315; 0.0009; 0.0193; 0.0009; 0.0763; 0.0028; 0.0585; 0.0028; 0.3019; 0.0959;-15.2362
Turner_5          ; 0.5954; 0.1406; 49.4748; 0.1683; 0.0425;-14.7413; 1.1049; 0.1440; 0.4471; 0.1440; 1.4833; 0.0485; 1.2337; 0.0485; 0.1332; 0.1591;-33.7237
Turner_9          ; 0.1247; 0.0539; 11.8346; 0.0253; 0.0189; -3.2869; 0.4369; 0.0177; 0.3825; 0.0177; 1.2245; 0.0166; 1.1935; 0.0166; 0.0280; 0.0366;-71.0197
Waterloo_1        ; 0.3590; 0.1148;-86.2505; 0.1715; 0.0510;-79.0572; 0.0906; 0.0088; 0.0581; 0.0088; 0.1922; 0.0076; 0.1592; 0.0076; 0.1840; 0.2274;-42.4383
Waterloo_7        ; 0.4101; 0.0621;-80.7735; 0.3035; 0.0539; 88.2400; 0.0406; 0.0022; 0.0240; 0.0022; 0.1059; 0.0047; 0.0738; 0.0047; 0.2453; 0.1567; 27.1978
vdBergh_1         ; 0.1953; 0.0100; 77.6777; 0.1072; 0.1724;-55.1731; 0.0412; 0.0003; 0.0331; 0.0003; 0.1264; 0.0163; 0.1129; 0.0163; 0.1579; 0.2347; 65.9806
vdBergh_80        ; 0.3665; 0.0555;-83.8309; 0.1453; 0.1217;-76.7794; 0.1536; 0.0072; 0.0973; 0.0072; 0.3662; 0.0339; 0.3130; 0.0339; 0.1862; 0.0235;-43.2441
vdBergh_83        ; 0.2137; 0.0105; 79.8746; 0.1195; 0.1596; 68.5243; 0.2223; 0.0018; 0.1748; 0.0018; 0.7514; 0.0900; 0.6616; 0.0900; 0.2271; 0.1034; 82.1043
vdBergh_85        ; 0.1865; 0.0261;-72.5191; 0.0752; 0.1372; 70.9219; 0.0414; 0.0008; 0.0337; 0.0008; 0.1247; 0.0126; 0.1153; 0.0126; 0.1966; 0.0953; -4.9262
vdBergh_92        ; 0.4163; 0.0780;-40.3290; 0.0285; 0.2925; 68.6589; 0.1546; 0.0104; 0.0902; 0.0104; 0.2791; 0.0586; 0.2712; 0.0586; 0.2305; 0.1981;-68.1406
BH_205            ; 0.4685; 0.0950; -8.1865; 0.1882; 0.0253;-19.7106; 0.1329; 0.0112; 0.0707; 0.0112; 0.2454; 0.0048; 0.1992; 0.0048; 0.2059; 0.0811; -0.8028
Berkeley_100      ; 0.2150; 0.0324; -2.6743; 0.1135; 0.1124; -6.5511; 0.0277; 0.0007; 0.0218; 0.0007; 0.0892; 0.0075; 0.0791; 0.0075; 0.2177; 0.1177; -1.4444
COIN-Gaia_1       ; 0.1402; 0.0127; -1.5263; 0.1195; 0.0725; -2.9750; 0.3621; 0.0035; 0.3114; 0.0035; 1.1876; 0.0647; 1.0457; 0.0647; 0.2225; 0.1006;  3.3143
COIN-Gaia_10      ; 0.0795; 0.0317; -4.0382; 0.0752; 0.0274;-79.8813; 0.2657; 0.0062; 0.2446; 0.0062; 0.9388; 0.0189; 0.8681; 0.0189; 0.1533; 0.0472; -0.6492
COIN-Gaia_11      ; 0.1156; 0.0218; 15.2739; 0.0270; 0.0948; 15.0938; 0.3134; 0.0051; 0.2772; 0.0051; 1.0675; 0.0725; 1.0387; 0.0725; 0.1317; 0.1560; 55.7803
COIN-Gaia_12      ; 0.3848; 0.0295; -6.9556; 0.1637; 0.0920; -2.5019; 0.4390; 0.0110; 0.2701; 0.0110; 1.2086; 0.0853; 1.0107; 0.0853; 0.1683; 0.0353; 82.4691
COIN-Gaia_13      ; 0.3147; 0.0320; 16.0863; 0.1401; 0.0868;  1.8304; 0.9660; 0.0255; 0.6620; 0.0255; 2.6534; 0.1747; 2.2818; 0.1747; 0.1256; 0.2064;-61.4209
COIN-Gaia_14      ; 0.2017; 0.0525;-29.4782; 0.1344; 0.0270;-71.0920; 0.3585; 0.0147; 0.2862; 0.0147; 1.0025; 0.0205; 0.8678; 0.0205; 0.0975; 0.0434; 19.8506
COIN-Gaia_15      ; 0.0760; 0.0262; 61.8877; 0.1161; 0.0638; -8.6732; 0.1637; 0.0032; 0.1512; 0.0032; 0.6576; 0.0314; 0.5813; 0.0314; 0.1050; 0.0637; 33.4391
COIN-Gaia_16      ; 0.2644; 0.0111; 32.1890; 0.2328; 0.0668; 42.8529; 0.0737; 0.0007; 0.0543; 0.0007; 0.2731; 0.0145; 0.2095; 0.0145; 0.2828; 0.0815; 44.2999
COIN-Gaia_17      ; 0.0972; 0.0226; 59.7938; 0.1304; 0.0345;-47.2425; 0.1723; 0.0029; 0.1555; 0.0029; 0.6523; 0.0170; 0.5673; 0.0170; 0.1507; 0.0918; 44.3172
COIN-Gaia_18      ; 0.1518; 0.0321; 52.4819; 0.0345; 0.1104;-89.3267; 0.3094; 0.0076; 0.2625; 0.0076; 0.9188; 0.0729; 0.8871; 0.0729; 0.2929; 0.0324; 11.0493
COIN-Gaia_19      ; 0.2622; 0.0305; 17.3873; 0.0252; 0.0931; 25.8793; 0.2264; 0.0056; 0.1670; 0.0056; 0.6754; 0.0450; 0.6584; 0.0450; 0.0214; 0.1014;  0.1518
COIN-Gaia_2       ; 0.1196; 0.0209;-25.1525; 0.0913; 0.0525;-12.0329; 0.2161; 0.0034; 0.1903; 0.0034; 0.8562; 0.0333; 0.7780; 0.0333; 0.1114; 0.1320;-61.6017
COIN-Gaia_20      ; 0.3537; 0.0616; -7.6324; 0.0477; 0.0442;-65.5315; 0.3795; 0.0196; 0.2453; 0.0196; 0.9222; 0.0295; 0.8783; 0.0295; 0.1782; 0.0201;-83.8065
COIN-Gaia_21      ; 0.1586; 0.0632; 34.5287; 0.1740; 0.0201; 88.1656; 0.1601; 0.0078; 0.1347; 0.0078; 0.5114; 0.0079; 0.4224; 0.0079; 0.0755; 0.0571;-15.3920
COIN-Gaia_22      ; 0.2103; 0.0290;-60.2318; 0.0557; 0.0670; 47.3629; 0.1195; 0.0027; 0.0943; 0.0027; 0.4343; 0.0212; 0.4101; 0.0212; 0.1040; 0.0729;-30.4292
COIN-Gaia_23      ; 0.4651; 0.0388;  0.0066; 0.0880; 0.0491; -9.9698; 0.4746; 0.0162; 0.2539; 0.0162; 1.1512; 0.0418; 1.0499; 0.0418; 0.0871; 0.0458;-54.4505
COIN-Gaia_24      ; 0.0276; 0.0248;-83.6533; 0.1265; 0.0575; 80.4374; 0.2415; 0.0043; 0.2348; 0.0043; 0.9190; 0.0398; 0.8027; 0.0398; 0.1116; 0.0831;  7.8963
COIN-Gaia_25      ; 0.2078; 0.0383;  2.6195; 0.1212; 0.0333; -9.6130; 0.4207; 0.0126; 0.3333; 0.0126; 1.1600; 0.0290; 1.0194; 0.0290; 0.0442; 0.0563; 10.1146
COIN-Gaia_26      ; 0.0959; 0.0176;-32.0276; 0.0269; 0.0321;-71.8270; 0.1523; 0.0020; 0.1377; 0.0020; 0.5571; 0.0128; 0.5421; 0.0128; 0.0318; 0.0790; 41.5990
COIN-Gaia_27      ; 0.2233; 0.0435; -6.4875; 0.1262; 0.0423;-23.5844; 0.3676; 0.0126; 0.2856; 0.0126; 1.2041; 0.0384; 1.0522; 0.0384; 0.0391; 0.0081; -5.9131
COIN-Gaia_28      ; 0.2014; 0.0247; 20.1381; 0.1676; 0.0413; 17.9033; 0.1604; 0.0031; 0.1281; 0.0031; 0.5871; 0.0186; 0.4887; 0.0186; 0.1086; 0.1617;-20.8765
COIN-Gaia_3       ; 0.2628; 0.0345;-27.7218; 0.1186; 0.0594;-29.0716; 0.1302; 0.0036; 0.0960; 0.0036; 0.4110; 0.0183; 0.3623; 0.0183; 0.0746; 0.2122;-11.1895
COIN-Gaia_30      ; 0.2222; 0.0536;-13.9618; 0.1601; 0.2234; 40.0654; 0.2387; 0.0101; 0.1856; 0.0101; 0.6191; 0.1059; 0.5200; 0.1059; 0.1126; 0.1593; 17.7740
COIN-Gaia_32      ; 0.3328; 0.1675; 43.4928; 0.0391; 0.0096; 20.6843; 0.3210; 0.0447; 0.2142; 0.0447; 0.6036; 0.0042; 0.5799; 0.0042; 0.0369; 0.0292;-29.0101
COIN-Gaia_34      ; 0.2391; 0.1209;-64.8635; 0.0757; 0.0390;-32.0595; 0.1875; 0.0180; 0.1426; 0.0180; 0.4191; 0.0120; 0.3874; 0.0120; 0.5228; 0.0980;-44.8981
COIN-Gaia_38      ; 0.0144; 0.0178;-85.5617; 0.1138; 0.2387;  6.0318; 0.1145; 0.0015; 0.1128; 0.0015; 0.3768; 0.0673; 0.3339; 0.0673; 0.2509; 0.1575; 12.5128
COIN-Gaia_39      ; 0.3448; 0.0499; -9.6702; 0.1440; 0.0353; 13.5424; 0.4307; 0.0180; 0.2822; 0.0180; 1.1179; 0.0300; 0.9570; 0.0300; 0.1316; 0.0469; 77.6985
COIN-Gaia_4       ; 0.0563; 0.2021;-65.6405; 0.0104; 0.0119; 84.7699; 0.2902; 0.0426; 0.2738; 0.0426; 0.4728; 0.0040; 0.4679; 0.0040; 0.0380; 0.0361;-10.8886
COIN-Gaia_41      ; 0.2526; 0.0211;-19.5669; 0.1281; 0.0598; -6.6225; 0.2176; 0.0037; 0.1627; 0.0037; 0.6795; 0.0307; 0.5924; 0.0307; 0.2303; 0.0502; -1.5286
COIN-Gaia_5       ; 0.4051; 0.0405;-36.3029; 0.2056; 0.0606;-49.2525; 0.2770; 0.0096; 0.1648; 0.0096; 0.5625; 0.0267; 0.4468; 0.0267; 0.0714; 0.0222;-79.3929
COIN-Gaia_6       ; 0.0893; 0.0115; 71.6261; 0.1022; 0.2532;-14.7333; 0.0943; 0.0008; 0.0859; 0.0008; 0.3181; 0.0599; 0.2856; 0.0599; 0.0874; 0.0823;  3.5167
COIN-Gaia_7       ; 0.3125; 0.0195; 15.7890; 0.0859; 0.0849; 74.1727; 0.1664; 0.0027; 0.1144; 0.0027; 0.5254; 0.0329; 0.4803; 0.0329; 0.1443; 0.0467; -6.8641
COIN-Gaia_8       ; 0.1764; 0.0542;-21.5159; 0.1150; 0.0861; 35.1705; 0.3496; 0.0146; 0.2880; 0.0146; 0.9556; 0.0616; 0.8458; 0.0616; 0.0594; 0.1843;-32.3353
COIN-Gaia_9       ; 0.2071; 0.0421;-30.6597; 0.0329; 0.1328;-33.0502; 0.3686; 0.0122; 0.2923; 0.0122; 1.0224; 0.0976; 0.9888; 0.0976; 0.2622; 0.0995; 77.6218
Collinder_421     ; 0.2695; 0.0241;  4.3829; 0.2500; 0.0857; 16.6468; 0.1272; 0.0025; 0.0930; 0.0025; 0.3789; 0.0260; 0.2842; 0.0260; 0.2362; 0.1697;-11.1923
Czernik_15        ; 0.1350; 0.0115;  5.7118; 0.1245; 0.0550;-10.2088; 0.1149; 0.0010; 0.0994; 0.0010; 0.4663; 0.0193; 0.4082; 0.0193; 0.0367; 0.0150;-88.6901
Czernik_5         ; 0.1622; 0.0132;  8.5252; 0.1359; 0.1394; -8.0046; 0.0469; 0.0005; 0.0393; 0.0005; 0.1697; 0.0179; 0.1466; 0.0179; 0.3334; 0.0760;-35.6171
