#
# [ASteCA v0.4.3-dev]
#
# Created:  [2022-06-12 14:52:54]
# Modified: [2022-06-12 20:15:15]
#
# NAME     : Cluster's name
# c_x      : x center coordinate
# c_y      : y center coordinate
# r_cl     : radius
# r_c      : Core radius (King profile)
# r_t      : Tidal radius (King profile)
# ell      : Ellipticity
# theta    : Rotation angle
# CI       : Contamination index
# n_memb_k : Number of members obtained integrating the fitted King profile
# n_memb   : Number of members assuming a uniform background
# a_f      : Fraction of cluster's area that is present in frame
#
# Parameter values are in the sense: mean, median, mode, 16th percentile,
# 84th percentile, and STDDEV.
#
# M  : total initial mass
# z  : metallicity
# a  : log(age)
# bf : binary fraction
# B  : beta
# Av : Visual absorption
# DR : differential reddening
# Rv : ratio of total to selective absorption
# dm : distance modulus
#
NAME,c_x,c_y,r_cl,r_c_mean,r_c_median,r_c_mode,r_c_16th,r_c_84th,r_c_std,r_t_mean,r_t_median,r_t_mode,r_t_16th,r_t_84th,r_t_std,ell_mean,ell_median,ell_mode,ell_16th,ell_84th,ell_std,theta_mean,theta_median,theta_mode,theta_16th,theta_84th,theta_std,CI,n_memb_k,n_memb,a_f,M_mean,M_median,M_mode,M_16th,M_84th,M_std,z_mean,z_median,z_mode,z_16th,z_84th,z_std,a_mean,a_median,a_mode,a_16th,a_84th,a_std,bf_mean,bf_median,bf_mode,bf_16th,bf_84th,bf_std,B_mean,B_median,B_mode,B_16th,B_84th,B_std,Av_mean,Av_median,Av_mode,Av_16th,Av_84th,Av_std,DR_mean,DR_median,DR_mode,DR_16th,DR_84th,DR_std,Rv_mean,Rv_median,Rv_mode,Rv_16th,Rv_84th,Rv_std,dm_mean,dm_median,dm_mode,dm_16th,dm_84th,dm_std
KP_synth/0.2775_0.5000_0.7854_21_1,-0.020052,0.021055,0.618389,0.529859,0.533996,0.549181,0.386374,0.674637,0.137499,0.855214,0.827089,0.802033,0.752158,0.970123,0.115674,0.412024,0.411914,0.377541,0.355689,0.481180,0.065963,0.600957,nan,0.695928,nan,nan,0.569038,0.39,286,187,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.5000_0.7854_48_0,-0.021701,-0.021000,0.643961,0.526348,0.523026,0.508713,0.389919,0.661134,0.126875,0.862234,0.837033,0.808197,0.754396,0.972513,0.121091,0.411354,0.414880,0.419085,0.346489,0.475068,0.064615,0.722592,nan,0.724566,nan,nan,0.108623,0.41,295,188,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.5000_1.5708_39_1,-0.021701,0.021055,0.578046,0.610128,0.617530,0.664841,0.466736,0.748112,0.132578,0.820756,0.809584,0.794422,0.744545,0.893887,0.079793,0.438711,0.443476,0.458831,0.371180,0.506280,0.067024,-1.348039,nan,-1.461497,nan,nan,1.090806,0.36,313,187,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.5000_1.5708_42_0,-0.021701,0.019397,0.566668,0.494097,0.479931,0.454709,0.354384,0.644630,0.137085,0.893654,0.873387,0.851836,0.782137,1.004121,0.126715,0.448681,0.450463,0.447910,0.384234,0.517725,0.068015,0.919252,nan,1.480871,nan,nan,1.324252,0.36,315,181,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.6500_-0.7854_32_1,-0.021701,-0.019342,0.540955,0.576833,0.582579,0.573235,0.428781,0.740512,0.163012,0.901950,0.893563,0.878394,0.812092,0.983645,0.093066,0.610111,0.635811,0.640935,0.590285,0.675254,0.124538,-0.802284,nan,-0.846987,nan,nan,0.409815,0.34,437,177,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.6500_-0.7854_48_0,-0.021701,0.021055,0.561570,0.635591,0.641898,0.660858,0.508271,0.759552,0.122590,0.865532,0.856802,0.842778,0.790828,0.941181,0.078362,0.609562,0.611571,0.615839,0.568129,0.650306,0.041610,-0.769513,nan,-0.776358,nan,nan,0.048615,0.35,462,189,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.6500_-1.5708_43_0,-0.020052,0.021055,0.572892,0.609821,0.615514,0.638834,0.481617,0.734484,0.120028,0.869549,0.858543,0.846016,0.792820,0.943596,0.081899,0.610855,0.612547,0.615138,0.574671,0.647445,0.037923,1.496411,nan,1.543427,nan,nan,0.998154,0.35,464,190,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.6500_-1.5708_46_1,-0.021701,0.021055,0.582411,0.543041,0.534490,0.514017,0.387912,0.703015,0.143401,0.947146,0.927614,0.901780,0.834945,1.061428,0.124538,0.599498,0.603576,0.612140,0.552394,0.644357,0.045408,-1.153266,nan,-1.525514,nan,nan,1.334628,0.37,437,183,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.6500_0.0000_40_0,-0.020052,0.019397,0.607620,0.552457,0.538689,0.496501,0.415205,0.702054,0.132879,0.902666,0.883364,0.857335,0.803168,1.007029,0.105677,0.620692,0.621899,0.623243,0.583773,0.657385,0.037281,-0.035513,nan,-0.034333,nan,nan,0.049670,0.38,489,193,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.6500_0.0000_47_1,-0.062098,-0.021000,0.532414,0.713368,0.722762,0.751832,0.590627,0.832859,0.120276,0.915707,0.909850,0.905199,0.841084,0.988792,0.077804,0.677231,0.679338,0.680877,0.643824,0.710333,0.033685,-0.001093,nan,-0.004440,nan,nan,0.034960,0.33,538,181,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.6500_0.7854_21_1,-0.021701,-0.021000,0.592310,0.345926,0.329469,0.311396,0.256645,0.443595,0.094030,1.107516,1.080676,1.015376,0.924466,1.325410,0.185312,0.624522,0.638117,0.648781,0.581792,0.680812,0.072105,0.747978,nan,0.782101,nan,nan,0.413082,0.38,466,185,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.6500_0.7854_44_0,0.020345,0.021055,0.643373,0.316503,0.304083,0.291800,0.227127,0.410209,0.117652,1.299586,1.283130,1.235211,1.072252,1.546968,0.217174,0.615539,0.668291,0.678650,0.611595,0.707930,0.183883,0.644624,nan,0.734709,nan,nan,0.475204,0.43,429,172,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.6500_1.5708_28_1,-0.021701,0.021055,0.607152,0.656055,0.667270,0.691950,0.511258,0.791525,0.131129,0.909957,0.898802,0.880032,0.831000,0.986971,0.087043,0.623743,0.625332,0.629011,0.585919,0.661005,0.039092,-1.209264,nan,-1.539659,nan,nan,1.336436,0.38,470,188,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.6500_1.5708_45_0,-0.021701,0.021055,0.536721,0.589234,0.594842,0.613094,0.454973,0.720299,0.125068,0.855009,0.847129,0.821074,0.767309,0.944059,0.091890,0.605434,0.607253,0.608655,0.564522,0.648350,0.042462,1.494648,nan,1.543197,nan,nan,0.998260,0.34,441,181,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.8000_-0.7854_20_0,-0.021701,0.021055,0.554551,0.511554,0.518147,0.499723,0.362501,0.690516,0.174948,0.908564,0.893206,0.866958,0.815169,1.008264,0.097491,0.690345,0.763577,0.769687,0.728957,0.788236,0.228328,-0.674710,nan,-0.782209,nan,nan,0.477517,0.35,553,181,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.8000_-0.7854_39_1,-0.020052,-0.021000,0.520728,0.397831,0.380385,0.349954,0.303072,0.495949,0.100650,0.914338,0.900778,0.872430,0.783631,1.047837,0.133503,0.741707,0.742759,0.744422,0.714648,0.769747,0.028661,-0.758944,nan,-0.760386,nan,nan,0.028836,0.33,665,176,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.8000_-1.5708_33_1,-0.021701,-0.021000,0.566326,0.527407,0.506983,0.467763,0.396219,0.676973,0.135476,0.933978,0.922282,0.901322,0.840860,1.027543,0.100761,0.753686,0.755166,0.758009,0.730186,0.777032,0.023670,-1.331226,nan,-1.536124,nan,nan,1.339664,0.36,718,178,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.8000_-1.5708_37_0,-0.021701,-0.021000,0.602961,0.597794,0.591196,0.547725,0.446204,0.756502,0.142992,0.987925,0.967161,0.943257,0.880286,1.090101,0.113641,0.752595,0.752650,0.751540,0.727329,0.778649,0.025352,1.482442,nan,1.533709,nan,nan,1.182618,0.38,722,188,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.8000_0.0000_24_1,-0.021701,-0.021000,0.535677,0.533314,0.517529,0.479480,0.402900,0.671863,0.130643,0.979656,0.968812,0.945867,0.863781,1.091781,0.116216,0.785474,0.786338,0.787621,0.765447,0.805778,0.020468,0.038829,nan,0.041128,nan,nan,0.022771,0.33,839,182,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.8000_0.0000_36_0,0.020345,0.021055,0.498016,0.562221,0.546543,0.488052,0.399214,0.733787,0.153344,1.024384,1.008886,0.984809,0.902165,1.147622,0.125940,0.799599,0.800764,0.802748,0.778360,0.821070,0.021527,0.016016,nan,0.018973,nan,nan,0.020914,0.31,835,171,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.8000_0.7854_30_0,-0.062098,-0.021000,0.542802,0.451019,0.450149,0.446569,0.276315,0.614895,0.167445,0.977913,0.989267,0.999147,0.793499,1.137952,0.172384,0.664263,0.777230,0.781806,0.712870,0.800877,0.272736,0.584152,nan,0.750647,nan,nan,0.675802,0.34,563,184,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.8000_0.7854_39_1,-0.021701,-0.021000,0.536224,0.610684,0.649125,0.696395,0.446468,0.798741,0.207243,0.957707,0.941784,0.910738,0.856412,1.060110,0.104939,0.732463,0.810213,0.813945,0.783248,0.829902,0.240539,0.639859,nan,0.750389,nan,nan,0.474786,0.33,603,181,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.8000_1.5708_24_1,-0.021701,-0.061398,0.581939,0.513633,0.483090,0.422861,0.362426,0.706666,0.169464,0.939956,0.905908,0.887302,0.819786,1.036610,0.158703,0.708334,0.720170,0.726648,0.684337,0.747260,0.067380,-1.423412,nan,-1.519822,nan,nan,1.181205,0.38,575,178,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.2775_0.8000_1.5708_33_0,-0.021701,0.019397,0.614305,0.524819,0.510207,0.468719,0.394178,0.662652,0.130314,0.998868,0.984576,0.975723,0.884829,1.100606,0.126251,0.745391,0.746278,0.746890,0.719871,0.770652,0.025941,-0.002621,nan,-1.545727,nan,nan,1.397297,0.39,727,189,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.5150_0.2000_-0.7854_27_0,-0.021701,0.021055,0.592177,0.454730,0.455593,0.449330,0.341563,0.565364,0.102882,0.701944,0.688022,0.673874,0.622316,0.777275,0.088779,0.099798,0.086205,0.050102,0.027629,0.177187,0.071391,-0.329558,nan,-0.649638,nan,nan,0.753245,0.38,191,183,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.5150_0.2000_-0.7854_36_1,-0.062098,-0.021000,0.589485,0.367980,0.348009,0.308351,0.257439,0.494592,0.111684,0.782560,0.756545,0.726307,0.660471,0.895766,0.136679,0.134674,0.125888,0.092072,0.041933,0.225374,0.085587,-0.242190,nan,-0.240695,nan,nan,0.535663,0.37,202,186,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.5150_0.2000_-1.5708_20_0,-0.021701,-0.021000,0.573754,0.283621,0.263642,0.235815,0.197133,0.370098,0.094060,0.843827,0.815826,0.775898,0.691052,0.996505,0.167005,0.131397,0.118884,0.077194,0.036060,0.225703,0.089288,-0.566824,nan,-1.195190,nan,nan,0.987164,0.36,196,184,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.5150_0.2000_-1.5708_45_1,0.020345,-0.021000,0.610290,0.348311,0.329451,0.303485,0.247122,0.449402,0.107188,0.838139,0.816043,0.790364,0.715033,0.956516,0.138090,0.165497,0.161073,0.155284,0.051630,0.275088,0.100711,-0.530336,nan,-1.287674,nan,nan,1.117490,0.38,217,190,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.5150_0.2000_0.0000_24_0,0.020345,-0.021000,0.567175,0.447292,0.445285,0.438714,0.332290,0.564711,0.105805,0.719232,0.695907,0.670742,0.632421,0.806470,0.100591,0.147861,0.141182,0.133556,0.051207,0.243574,0.089753,0.072230,nan,0.129110,nan,nan,0.500170,0.36,193,180,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.5150_0.2000_0.0000_49_1,-0.020052,0.021055,0.630997,0.521704,0.526917,0.579402,0.387838,0.646837,0.120360,0.784858,0.766374,0.746660,0.694698,0.868636,0.101423,0.198701,0.200464,0.204934,0.097215,0.293283,0.093474,0.564647,nan,0.601468,nan,nan,0.368108,0.4,214,187,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.5150_0.2000_0.7854_29_1,-0.021701,-0.021000,0.560102,0.341785,0.322411,0.285996,0.240114,0.458463,0.102453,0.713409,0.689133,0.651052,0.585892,0.838084,0.133511,0.142329,0.131079,0.084880,0.039872,0.245998,0.094155,0.522828,nan,0.647842,nan,nan,0.595125,0.35,199,181,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.5150_0.2000_0.7854_35_0,-0.021701,-0.021000,0.597321,0.443619,0.439060,0.419673,0.326937,0.562911,0.110122,0.741766,0.720410,0.698764,0.648477,0.829452,0.111241,0.180432,0.178458,0.177447,0.070397,0.285373,0.098652,0.448338,nan,0.444906,nan,nan,0.380517,0.38,212,187,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.5150_0.2000_1.5708_41_1,-0.021701,0.019397,0.588574,0.372532,0.350168,0.310234,0.259157,0.504279,0.117528,0.794098,0.770868,0.745624,0.673425,0.914255,0.135205,0.161504,0.158812,0.158101,0.056280,0.261666,0.093343,-0.584506,nan,-1.232974,nan,nan,1.066068,0.38,201,177,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.5150_0.2000_1.5708_48_0,-0.021701,-0.021000,0.590942,0.480863,0.477041,0.454402,0.361225,0.602493,0.112057,0.735676,0.723718,0.700236,0.655430,0.816601,0.083146,0.129834,0.122762,0.096289,0.039566,0.215313,0.083344,-0.113851,nan,-1.195258,nan,nan,1.090084,0.37,205,186,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.5150_0.3500_-0.7854_36_0,-0.021701,0.021055,0.559606,0.387606,0.369181,0.327635,0.266069,0.522045,0.118161,0.736294,0.718112,0.685952,0.641800,0.839518,0.100191,0.226542,0.234523,0.256084,0.125785,0.324802,0.096597,-1.020865,nan,-1.058380,nan,nan,0.365434,0.34,238,191,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.5150_0.3500_-0.7854_41_1,0.020345,-0.021000,0.527296,0.317277,0.296967,0.268180,0.224574,0.416242,0.097473,0.748577,0.729319,0.689980,0.625746,0.868667,0.128834,0.232131,0.240052,0.259219,0.132293,0.325756,0.094332,-0.714958,nan,-0.740351,nan,nan,0.320720,0.32,230,185,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.5150_0.3500_-1.5708_31_0,0.020345,0.021055,0.604627,0.343398,0.326906,0.310215,0.257625,0.425426,0.093076,0.908002,0.895115,0.878851,0.776679,1.033051,0.140544,0.310691,0.320378,0.334255,0.211029,0.405877,0.094057,1.282676,nan,1.389221,nan,nan,0.891369,0.38,262,186,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.5150_0.3500_-1.5708_49_1,-0.021701,0.019397,0.611051,0.377309,0.361715,0.346986,0.281902,0.474004,0.101732,0.820706,0.800516,0.782121,0.706118,0.932314,0.123117,0.229838,0.235565,0.244526,0.137975,0.321109,0.091260,1.153785,nan,1.350208,nan,nan,0.934522,0.39,235,189,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KP_synth/0.5150_0.3500_0.0000_20_0,-0.021701,0.021055,0.611119,0.574976,0.568453,0.542437,0.418825,0.735289,0.144767,0.908031,0.888848,0.868048,0.798831,1.018394,0.119222,0.486028,0.491354,0.503063,0.417996,0.552329,0.067343,0.025059,nan,0.029431,nan,nan,0.080800,0.39,340,184,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
